Name;DataType;LogicalAddress;Comment
A0301_CinghiaTrasporto_5.1_V_Work_8;Bool;%Q269.7;1538YV8
A0301_CinghiaTrasporto_5.2_V_Work_6;Bool;%Q270.5;1539YV6
A0301_CinghiaTrasporto_6.1_V_Work_8;Bool;%Q271.7;1540YV8
A0301_CinghiaTrasporto_6.2_V_Work_6;Bool;%Q272.5;1541YV6
A0302_Centratori_Centraggio_2_Centrale_Ls_Basso;Bool;%I310.1;2022SQ1
A0302_Centratori_Centraggio_2_Centrale_Ls_Alto;Bool;%I310.2;2022SQ2
A0302_Centratori_Centraggio_2_Centrale_Ls_Aperto;Bool;%I310.3;2022SQ3
A0302_Centratori_Centraggio_2_Centrale_Ls_Chiuso;Bool;%I310.4;2022SQ4
A0302_Centratori_Centraggio_3_Testa_Ls_Basso;Bool;%I310.5;2024SQ1
A0302_Centratori_Centraggio_3_Testa_Ls_Alto;Bool;%I310.6;2024SQ2
A0302_Centratori_Centraggio_3_Testa_Ls_Aperto;Bool;%I310.7;2024SQ3
A0302_Centratori_Centraggio_3_Testa_Ls_Chiuso;Bool;%I311.0;2024SQ4
